id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
786371,"KECAMATAN CIBEUNYING KALER","Penyediaan Kendaraan Dinas/ Operasional",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kelurahan Cigadung","Biaya Pendukung atas Belanja Modal Pengadaan Sepeda Motor Kelurahan Cigadung berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.05.02.05.5.2.3.03.12,27-02-2014,31-03-2014
786970,"KECAMATAN CIBEUNYING KALER","Penyediaan Peralatan dan Perlengkapan Kantor",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,1,"Kelurahan Cigadung","Biaya Pendukung atas Belanja Modal Pengadaan Komputer/ PC Kelurahan Cigadung berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.05.01.13.5.2.3.11.20,27-02-2014,31-03-2014
781690,"KECAMATAN CIBEUNYING KALER","Pengadaan Kendaraan Dinas/ Operasional ",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kelurahan Sukaluyu","Belanja Pendukung atas Pengadaan Kendaraan Dinas/ Operasional Kelurahan Sukaluyu berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.03.01.13.5.2.3.13.12,24-03-2014,31-03-2014
744486,"KECAMATAN CIBEUNYING KALER","Rehabilitasi Sedang/ Berat Gedung Kantor",2500000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"1 paket","Kelurahan Cihaurgeulis","Biaya Pendukung atas Rehab Gedung Kantor Kelurahan Cihaurgeulis berupa Honorarium PBJ, PPK, dan PPHP",APBD," 2500000",1.20.1.20.19.01.02.42.5.2.3.26.01,27-02-2014,30-06-2014
1026429,"KECAMATAN CIBEUNYING KALER","Pemeliharaan Rutin/ Berkala Gedung Kantor",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kelurahan Cigadung","Biaya Pendukung atas Belanja Pemeliharaan Gedung Kantor Kelurahan Cigadung berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.19.05.02.22.5.2.2.20.04,21-04-2014,30-05-2014
746308,"KECAMATAN CIBEUNYING KALER","Rehabilitasi Sedang/ Berat Gedung Kantor",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"1 paket","Kelurahan Sukaluyu","Biaya pendukung atas Belanja Rehab Gedung Kantor Sukaluyu berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.03.02.42.5.2.3.26.01,10-03-2014,30-04-2014
746223,"KECAMATAN CIBEUNYING KALER","Penyediaan Peralatan dan Perlengkapan Kantor",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"1 paket","Kelurahan Sukaluyu","Biaya Pendukung atas Belanja komputer note book berupa Honorarium PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.03.01.13.5.2.3.12.03,10-03-2014,31-03-2014
744115,"KECAMATAN CIBEUNYING KALER","Penyediaan Peralatan dan Perlengkapan Kantor",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kelurahan Cihaurgeulis","Biaya Pendukung atas Belanja Komputer/ PC berupa Honorarium PPK, PBJ,da PPHP",APBD," 1000000",1.20.1.20.19.02.01.13.5.2.3.12.02,10-03-2014,31-03-2014
738899,"KECAMATAN CIBEUNYING KALER","Pengadaan Kendaraan Dinas/ Operasional",1000000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kecamatan Cibeunying Kaler","Biaya pendukung atas Pengadaan Kendaraan Dinas/ Operasional(sepeda motor) berupa Honor PPK, PBJ, dan PPHP",APBD," 1000000",1.20.1.20.19.01.02.05.5.2.3.03.12,27-02-2014,31-03-2014
738521,"KECAMATAN CIBEUNYING KALER","Penyediaan Peralatan dan Perlengkapan Kantor",1050000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"3 orang","Kecamatan Cibeunying Kaler","Biaya Pendukung atas Belanja Modal Pengadaan Komputer Notebook berupa honorarium PPK, PBJ, dan PPHP",APBD," 1050000",1.20.1.20.19.01.5.2.3.12.03,27-02-2014,31-03-2014
740741,"KECAMATAN CIBEUNYING KALER","Rehabilitasi Sedang/ Berat Gedung Kantor",212950000,APBD,"Pemerintah Kota Bandung","KECAMATAN CIBEUNYING KALER",2014,"1 paket","Kecamatan Cibeunying Kaler","Biaya Pendukung Rehabilitasi Gedung Kantor Kecamatan berupa honor tim pengadaan barang dan jasa, sewa gedung, sewa tempat, ATK, Penggandaan, Belanja Makanan dan Minuman.",APBD," 212950000",1.20.1.20.19.01.02.42.5.2.3.26.01,27-02-2014,26-12-2014
