id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,awal_pekerjaan,akhir_pekerjaan
1130038,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Penyusunan Rancangan Peraturan dan Keputusan Kepala Daerah",6890400,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Tahun","Kota Bandung","Pelaksanaan Pekerjaan telah dilaksanakan mulai tanggal 6 Februari 2014",APBD," 6890400",1.20.03.37.03.5.2,07-04-2014,31-12-2015
1439020,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Evaluasi dan Penataan Kelembagaan Perangkat Daerah",19200000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"24 ok","Kota Bandung","Jasa tenaga ahli/narasumber",APBD," 19200000",1.20.03.26.11.5.2.2.28.01,14-05-2014,30-09-2014
1439348,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Kegiatan Penyusunan Instrumen Analisis Jabatan PNS",10805960,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Paket","Kota Bandung","Pelaksanaan pekerjaan telah dilaksanakan mulai bulan Februari 2014",APBD," 10805960",1.20.03.33.06.5.2.2.01.01,14-05-2014,31-10-2014
1128566,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Koordinasi Penyusunan Laporan Kinerja Pemerintah Daerah",9075000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"6 Paket","Kota Bandung","Pelaksanaan dilakukan sejak tanggal 12 Februari 2014",APBD," 9075000",1.06.03.21.11.5.2,07-04-2014,27-11-2014
1128836,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Koordinasi Penyusunan Laporan Kinerja Pemerintah Daerah",79300000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"6 kegiatan","Kota Bandung","Kegiatan telah dilaksanakan mulai dari tanggal 7 Februari 2014",APBD," 79300000",1.06.03.21.11.5.2,07-04-2014,24-11-2014
1439522,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Kegiatan Penyusunan Instrumen Analisis Jabatan PNS",6400000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"8 ok","Kota Bandung","jasa tenaga ahli/narasumber",APBD," 6400000",1.20.03.33.06.5.2.2.28.01,14-05-2014,31-10-2014
1128635,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Koordinasi Penyusunan Laporan Kinerja Pemerintah Daerah",37870000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"6 jenis","Kota Bandung","Cetak dokumen LAKIP Kota,LAKIP Setda, Evaluasi Yanlik, IKM. ",APBD," 37870000",1.06.03.21.11.5.2,20-04-2014,03-12-2014
1129310,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Penyediaan Peralatan Rumah Tangga",990000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Paket","Kota Bandung","Kegiatan telah dilaksanakan pada tanggal 10 Februari 2014 sampai dengan tanggal 28 Maret 2014",APBD," 990000",1.20.03.01.14.5.2,07-04-2014,07-04-2014
1129360,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Rapat-Rapat Koordinasi dan Konsultasi Keluar Daerah",68000000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"4 Paket","Kota Bandung","Kegiatan telah dilaksanakan mulai dari tanggal 10 Februari 2014",APBD," 68000000",1.20.03.01.18.5.2,07-04-2014,29-12-2015
1130005,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Evaluasi dan Ketatalaksanaan Perangkat Daerah",160000000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Tahun","Kota Bandung","Pelaksanaan Pekerjaan telah dilaksanakan mulai tanggal 6 Februari 2014",APBD," 160000000",1.20.03.26.10.5.2,07-04-2014,31-12-2015
1130069,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Persiapan dan Penetapan Sertifikasi ISO 9001:2000",48000000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Tahun","Kota Bandung","Pelaksanaan Pekerjaan telah dilaksanakan mulai tanggal 6 Februari 2014",APBD," 48000000",1.20.03.20.09.5.2,07-04-2014,31-12-2015
1130077,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Persiapan dan Penetapan Sertifikasi ISO 9001:2000",43200000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Tahun","Kota Bandung","Pelaksanaan Pekerjaan telah dilaksanakan mulai tanggal 6 Februari 2014",APBD," 43200000",1.20.03.20.09.5.2,07-04-2014,31-12-2015
1129321,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Penyediaan Peralatan Rumah Tangga",7010000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"4 Paket","Kota Bandung","Kegiatan telah dilaksanakan mulai dari tanggal 10 Februari 2014",APBD," 7010000",1.20.03.01.14.5.2,07-04-2014,29-12-2015
1130053,"BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH","Penyusunan Rancangan Peraturan dan Keputusan Kepala Daerah",76800000,APBD,"Pemerintah Kota Bandung","BAGIAN ORGANISASI DAN PEMBERDAYAAN APARATUR DAERAH",2014,"1 Tahun","Kota Bandung","Pelaksanaan Pekerjaan telah dilaksanakan mulai tanggal 6 Februari 2014",APBD," 76800000",1.20.03.37.03.5.2,07-04-2014,31-12-2015
