id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,nama_kegiatan,jenis_belanja,jenis_pengadaan,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,pemilihan_penyedia,awal_pemilihan,akhir_pemilihan,awal_pekerjaan,akhir_pekerjaan
888239,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PENYEDIAAN MAKANAN DAN MINUMAN",50000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Mamin rapat, Mamin Tamu, dan Mamin Kegiatan",APBD," 50000000",1.10.01.01.17.5.2,29-01-2014,31-12-2015
898838,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PEMELIHARAAN RUTIN/BERKALA ARSIP DAERAH",50200000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Pemeliharaan Arsip",APBD," 50200000",1.24.01.17.02.5.2,29-01-2014,31-12-2015
893253,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PEMELIHARAAN RUTIN/BERKALA KENDARAAN DINAS/OPERASIONAL",447000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Jasa Service, Penggantian Suku Cadang, bahan bakar, dan pelumas",APBD," 447000000",1.10.01.02.24.5.2,29-01-2014,31-12-2015
743999,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PENYEDIAAN JASA KOMUNIKASI, SUMBER DAYA AIR, DAN LISTRIK",132000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 tahun","Disdukcapil Kota Bandung","Jasa komunikasi telepon, listrik, air, dan internet",APBD," 132000000",1.10..01.01.02.5.2,29-01-2014,31-12-2015
897922,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PENGEMBANGAN DATABASE KEPENDUDUKAN",2070500000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Pengembangan Database Kependudukan",APBD," 2070500000",1.10.01.15.09.5.2,29-01-2014,31-12-2015
895650,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","BIMBINGAN TEKNIS IMPLEMENTASI PERATURAN PERUNDANG-UNDANGAN",185000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Perjalanan Dinas Bimbingan Teknis",APBD," 185000000",1.10.01.05.03.5.2,30-01-2014,31-12-2015
906410,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","IMPLEMENTASI SISTEM ADMINISTRASI KEPENDUDUKAN",52000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Flashdisk, Mouse, Ribon Cartridge,Modem ADSL, Wireless USB Adapter, dll",APBD," 52000000",1.10.01.01.13.5.2,29-01-2014,31-12-2015
896962,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","KOORDINASI PELAKSANAAN KEBIJAKAN KEPENDUDUKAN",138100000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Penyusunan Rancangan Perda dan Rancangan Perwal",APBD," 138100000",1.10.01.15.05.5.2,29-01-2014,31-12-2015
897372,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PENGOLAHAN DALAM PENYUSUNAN LAPORAN INFORMASI KEPENDUDUKAN",285750000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Laporan Informasi Kependudukan",APBD," 285750000",1.10.01.15.06.5.2,29-01-2014,31-12-2015
887778,"DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","PENYEDIAAN BAHAN LOGISTIK KANTOR",122000000,APBD,"Pemerintah Kota Bandung","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",2014,"1 Tahun","Disdukcapil Kota Bandung","Lampu Penerangan, sambungan stop kontak, baterai kering, handsoap, pengharum, Camphor, Air Mineral Galon Cup, gula, kopi, teh, materai, pengisian tabung, pemasangan iklan ucapan, dll",APBD," 122000000",1.10.01.01.16.5.2,29-01-2014,31-12-2015
