id_site,nama_site,lokasi,kelurahan,kecamatan,nama_perusahaan,alamat_perusahaan_menara,latitude,longitude,type_menara,tower_height
03BDG040,BHG_PERMAI,MARGACINTA,Margasari,Buahbatu,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.95,107.647889,GF (GreenField),40
03BDG042,CIKUTRA,CIBEUNYING KALER,Neglasari,Cibeunying Kaler,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.896111,107.640833,GF (GreenField),40
03BDG044,GATSU,LENGKONG,Lingkar Selatan,Lengkong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.926111,107.626111,GF (GreenField),40
03BDG045,NICOLE,GERLONG HILIR,Gegerkalong Hilir,Sukasari,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.871111,107.593333,RT (Roof Top),35
03BDG048,LODAYA,BOJONGLOA KIDUL,Situsaeur,Bojongloa Kidul,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.938056,107.598333,RT (Roof Top),25
03BDG049,SEKEJATI,"JL. BABAKAN JATI (KIARA CONDONG - SAMPING BORMA SWALAYAN),BI",Binong,Batununggal,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.9425,107.660833,GF (GreenField),40
03BDG050,CIGONDEWAH,BABAKAN CIPARAY,Margasuka,Babakan Ciparay,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.950556,107.564722,GF (GreenField),40
03BDG052,MITRA_PHR,CICADAS,Antapani,Antapani,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.913056,107.659722,GF (GreenField),40
03BDG053,CIPADUNG,UJUNGBERUNG,Ujungberung,Ujungberung,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.924444,107.711944,GF (GreenField),55
03BDG055,CIWASTRA,"JL. CIWASTRA(UP. JL. BUAH BATU KE CIPAMOKOLAN)RT.07/10,MARGA",Margasenang,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.960556,107.661389,GF (GreenField),52
03BDG056,KODRAT,BOJONGLOA KALER,Tarogong,Bojongloa Kaler,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.931188,107.590008,GF (GreenField),70
03BDG057,CIBADUYUT,BOJONGLOA KIDUL,Kebon Lega,Bojongloa Kidul,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.949444,107.594444,GF (GreenField),40
03BDG058,SUMBERSARI,"AREA GERBANG TOL PASIR KOJA,",-,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.931111,107.570278,GF (GreenField),40
03BDG060,PASIR_LUYU,"JL. KEMBAR TIMUR VII RT.02/07,ANCOL",Ancol,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.945,107.614722,GF (GreenField),42
03BDG061,BBKNCPARAY,"JL. BABAKAN CIPARAY NO. 240, BABAKAN CIPARAY",Babakan Ciparay,Babakan Ciparay,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.938611,107.582778,GF (GreenField),52
03BDG063,BUAHBATU2,"JL. SUKARNO. HATTA NO. 1, BATUNUNGGAL",Batununggal,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.948235,107.635301,GF (GreenField),72
03BDG064,BUAHBATU,LENGKONG,Turangga,Lengkong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.938889,107.6275,GF (GreenField),40
03BDG065,POLDA_BDG,RANCASARI,Mekarmulya,Panyileukan,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.935556,107.694167,GF (GreenField),40
03BDG067,BUKIT_BDG,UJUNGBERUNG,Pasir Endah,Ujungberung,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.903889,107.691111,GF (GreenField),40
03BDG068,AHMAD_YANI,BATUNUNGGAL,Kacapiring,Batununggal,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.913333,107.633889,RT (Roof Top),21
03BDG069,PRKN_SAAT,RANCASARI,Cipamokolan,Rancasari,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.938941,107.669975,GF (GreenField),72
03BDG070,BABAKAN_PARIGI,RANCASARI,Cisaranten Kidul,Gedebage,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.941944,107.689444,GF (GreenField),55
03BDG072,LEDENG,SUKASARI,Isola,Sukasari,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.850556,107.594167,GF (GreenField),55
03BDG074,SADANG_SERANG,COBLONG,Sekeloa,Coblong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.889998,107.626297,GF (GreenField),69
03BDG075,WIRAYUDA,COBLONG,Sadang Serang,Coblong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.898889,107.62,RT (Roof Top),15
03BDG078,BABAKANJERUK,ARJASARI,Sukawarna,Sukajadi,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.885278,107.581111,RT (Roof Top),18
03BDG079,PASIR_KALIKI,SUKAJADI,Pasteur,Sukajadi,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.894722,107.5975,RT (Roof Top),20
03BDG080,CIHAMPELAS,COBLONG,Cipaganti,Coblong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.890833,107.603889,GF (GreenField),30
03BDG081,LBAK_SILIWANGI,"JL. GANESHA NO. 03 (AREA MASJID SALMAN ITB), -",-,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.893889,107.611111,RT (Roof Top),20
03BDG084,ARJUNA,"JL. KOMODOR UDARA SUPADIO NO. 30 RT.09/06,HUSEIN SASTRANEGARA",Husen Sastranegara,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.909444,107.586111,GF (GreenField),52
03BDG086,GARDUJATI,"JL. GARDUJATI 55-61 (40181), -",-,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.918194,107.597886,RT (Roof Top),20
03BDG088,GUDANG_SLT,SUMUR BANDUNG,Merdeka,Sumur Bandung,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.9175,107.625556,RT (Roof Top),25
03BDG089,BBKN_TEMPE,"JL. ASTANA ANYAR NO. 132,CIBADAK",Cibadak,Astanaanyar,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.925278,107.599167,RT (Roof Top),25
03BDG090,ARJUNA_IM,CICENDO,Pasirkaliki,Cicendo,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.910278,107.598056,RT (Roof Top),21
03BDG091,HOLIS,BANDUNG KULON,Warung Muncang,Bandung Kulon,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.919444,107.576667,GF (GreenField),55
03BDG093,PUNGKUR,REGOL,Pungkur,Regol,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.929722,107.603889,RT (Roof Top),20
03BDG096,ARCAMANIK_IM,ARCAMANIK,Cisaranten Bina Harapan,Arcamanik,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.91,107.688611,GF (GreenField),52
03BDG098,CIKUTRA_IM,CIBEUNYING KIDUL,Sukapada,Cibeunying Kidul,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.900278,107.646111,GF (GreenField),52
03BDG100,SEKELOA,COBLONG,Sadang Serang,Coblong,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.887222,107.619722,GF (GreenField),52
03BDG103,RANCABOLANG,RANCASARI,Cisaranten Kidul,Gedebage,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.924139,107.698278,GF (GreenField),52
03BDG104,PANGHEGAR,PENYILEUKAN,Mekarmulya,Panyileukan,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.900167,107.634611,GF (GreenField),52
03BDG106,SINDANGLAYA,CICADAS,Karang Pamulang,Mandalajati,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.88,107.588333,GF (GreenField),55
03BDG111,ARS,JL. TERUSAN JAKARTA NO. 53 RT.01/12 GANG SUKAKARYA (BORMA ANT,Cicaheum,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.911944,107.649167,GF (GreenField),30
03BDG114,TAMAN-HOLIS,JL. CARINGIN RT.02 RW.09,Babakan,Babakan Ciparay,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.940278,107.570833,GF (GreenField),40
03BDG203,CIPAGANTI,SUKAJADI,Pasteur,Sukajadi,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.891111,107.599722,RT (Roof Top),35
03BDG248,NODAL-SETRASARI,SUKASARI,Sukarasa,Sukasari,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.882139,107.579083,GF (GreenField),50
03BDG257,SAWAH_KURUNG,"JL. CIATEUL NO. 122,CIATEUL",Ciateul,Regol,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.942778,107.616111,RT (Roof Top),15
03BDG334,CARINGIN,BOJONGLOA KALER,Kopo,Bojongloa Kaler,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.9424,107.5864,GF (GreenField),55
03CMI005,GT_PASTEUR,"JL. DR. DJUNDJUNAN NO. 257,TERUSAN PASTEUR",Terusan Pasteur,-,PT.INDOSAT Tbk.,"Gedung Indosat, Jalan Medan Merdeka Barat, No. 21, Jakarta 10110",-6.889722,107.573056,GF (GreenField),30
4100105,AHMAD-YANI,JL. JEND. AHMAD YANI. NO. 430 - 432 BANDUNG/KEL.KBN. WARU,-,-,PT.SAMPOERNA TELEKOMUNIKASI INDONESIA,SAMPOERNA STRATEGIC SQUARE BORTH TOWER 21 FLOOR JL. JEND. SUDIRMAN KAV . 45-46 JAKARTA,-6.91005,107.64108,RT (Roof Top),25
4100101,GRAHA-INTERNATIONAL,GEDUNG GRAHA INTERNASIONAL LT. 3A JL. ASIA AFRIKA NO.  129 BANDUNG.KEC. SUMUR BANDUNG,-,Sumur Bandung,PT.SAMPOERNA TELEKOMUNIKASI INDONESIA,SAMPOERNA STRATEGIC SQUARE BORTH TOWER 21 FLOOR JL. JEND. SUDIRMAN KAV . 45-46 JAKARTA,-6.92182,107.61572,RT (Roof Top),25
4100102,GARUDA,"JL. JEND. SUDIRMAN NO.  656, KEL.GARUDA, KEC. ANDIR, KOTA BANDUNG",Garuda,Andir,PT.SAMPOERNA TELEKOMUNIKASI INDONESIA,SAMPOERNA STRATEGIC SQUARE BORTH TOWER 21 FLOOR JL. JEND. SUDIRMAN KAV . 45-46 JAKARTA,-6.9172,107.57579,RT (Roof Top),25
1926,CIROYOM,"JL. RA BARNAS 189 B/77, KEL.DUNGUS CARIANG, KEC ANDIR - BANDUNG.",Dunguscariang,Andir,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91433,107.581,GF (GreenField),30
2032,RAJAWALI-TIMUR,"RAJAWALI PLAZA, JL. RAJAWALI TIMUR NO. 52 RT.04 RW.05, KEL.CIROYOM, KEC. ANDIR - BANDUNG",Ciroyom,Andir,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.914358,107.588308,GF (GreenField),31
1911,CISARANTEN,JL. CISARANTEN KULON NO. 107 RT 04/07 BDG,Cisaranten Kulon,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93103,107.68,GF (GreenField),30
A957,CISARANTEN-BINA-HARAPAN,JL. CICUKANG NO. 37 RT 01/ RW 09 KEL.BINA HARAPAN KEC ARCAMANIK KOTA BANDUNG,Bina Harapan,Arcamanik,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.914194444,107.6812778,GF (GreenField),30
A935,PELINDUNG-HEWAN,"JL. INHOFTANK, KURDI REGENCY NO. 37-38, KEL.PELINDUNG HEWAN, KEC ASTANA ANYAR, KOTA BANDUNG, JAWA BARAT",Pelindung Hewan,Astanaanyar,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.941667,107.603442,RT (Roof Top),15
2108,NYENGSERET,"JL. NYENGSERET, GG. BP SUHAYA NO. 1 RT 04, RW 06, KEL.NYENGSERET, KEC ASTANA ANYAR, KOTA BANDUNG, JAWA BARAT",Nyengseret,Astanaanyar,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.934667,107.600469,GF (GreenField),30
A925,KARASAK,JL. SOEKARNO. HATTA RT 05/02 KEL.KARASAK KEC ASTANA ANYAR KAB BANDUNG,Karasak,Astanaanyar,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9491,107.6062,GF (GreenField),31
2037,PASIR-KOJA,KK GIAN PLAZA BLOK D JL. TERUSAN PASIR KOJA BLOK 8 KAV.D1 BABAKAN CIPARAY BANDUNG (BUDI 022-6046601 / 6046602),-,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.929889,107.576,RT (Roof Top),20
1905,CIPARAY,JL. PETA NO. 226 RT.06/05 SUKA ASIH,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.930089,107.588,GF (GreenField),30
1910,CIGONDEWAH,"JL. CIGONDEWAH KIDUL NO. 40, BANDUNG",Cigondewah Kidul,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.944389,107.561,GF (GreenField),30
1960,CARINGIN,JL. BABAKAN CIPARAY RT01/05 (SAMPING PS INDUK CARINGIN) BDG,Babakan Ciparay,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94178,107.581,GF (GreenField),30
B158,CIBOLERANG-INDAH,"JL. MARGAJAYA TIMUR III RT 03 RW 06, KEL.MARGAHAYU UTARA, KEC. BABAKAN CIPARAY, KOTA BANDUNG, JAWA BARAT",Margahayu Utara,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9486,107.5775,GF (GreenField),30
A934,PARALON-CARINGIN,"JL. KAMPUNG HARI KUKUN, CIGONDEWAH KALER, RT.3 RW 7, CIGONDEWAH KOTA BANDUNGJAWA BARAT",Cigondewah Kaler,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93241667,107.5668889,GF (GreenField),30
A945,SITU-GUNTING,"JL BABAKAN CIPARAY (SAMPING NO. 189) RT 01/RW 09, KEL.BABAKAN CIPARAY, KEC BABAKAN CIPARAY, KOTA BANDUNG",Babakan Ciparay,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.936028,107.584167,GF (GreenField),31
1965,KOPO,"JL. KOPO CIRANGRANG TIMUR RT03/02, KEL.CIRARANG, KEC. BABAKAN CIPARAY - BANDUNG.",Cirangrang,Babakan Ciparay,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.955358,107.587,GF (GreenField),51
A949,SURYALAYA-TIMUR,"JL SOEKARNO. HATTA, RT 04 RW 01, KEL.BATUNUNGGAL, KEC BANDUNG KIDUL KOTA BANDUNG, JAWA BARAT",Batununggal,Bandung Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.95,107.6238,RT (Roof Top),20
1964,MARGACINTA,JL. BATUNUNGGAL NO. 63A RT01/10 KEL.BATUNUNGGAL KEC.BANDUNG KIDUL,Batununggal,Bandung Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.956728,107.638,GF (GreenField),30
A913,BATU-NUNGGAL,"JL. BATUNUNGGAL INDAH –II NO. 70, BANDUNG – JAWA BARAT",-,Batununggal,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.962608,107.626056,GF (GreenField),31
A919,CIJERAH,"JL. RAYA JEND SUDIRMAN NO. 801 RT 06 RW 06, KEL.CIJERAH, KEC BANDUNG KULON, KOTA BANDUNG, JAWA BARAT",Cijerah,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.913656667,107.57085,GF (GreenField),30
A915,BUMI-ASRI-MARGAASIH,"KP RENGGAS RT 04 RW 06, KEL.GEMPOL SARI, KEC BANDUNG KULON, KOTA BANDUNG, JAWA BARAT",Gempol Sari,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93027778,107.5497222,GF (GreenField),30
A936,PERUMNAS_CIJERAH,"KOMP MEKAR INDAH JL MEKAR ASIH AF 9 NO. 9, KEL.CIJERAH, KEC BANDUNG KULON, KOTA BANDUNG, JAWA BARA",Cijerah,Bandung Kulon,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92311111,107.565,GF (GreenField),30
1986,MARTADINATA,JL. MERDEKA NO. 62A BANDUNG,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90783,107.611,RT (Roof Top),15
Kantor Bdg,KANTOR-BDG,"JL. LLRE. MARTADINATHA NO. 7, BANDUNG",-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.906254302542885,107.60855197906494,GF (GreenField),50
2036,KEBON-WARU,"JL. JAKARTA NO. 73 BANDUNG RT05/03 KEL.KEBON WARU, KEC.BATUNUNGGAL-BANDUNG",Kebon Waru,Batununggal,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.91316,107.64232,RT (Roof Top),15
A924,JEMBATAN-EMPAT,JL LASWI NO. 53-55 KEL.CIBANGGONG KEC BATU NUNGGAL BANDUNG,Cibangkong,Batununggal,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.92197222,107.6310833,RT (Roof Top),20
A914,BINONGJATI,"JL. GUMURUH NO. 87 RT 01 RW 06 KEL.GUMURUH, KEC BATUNUNGGAL, KOTA BANDUNG JAWA BARAT",Gumuruh,Batununggal,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93388889,107.6380556,GF (GreenField),30
A923,JATIMULYA-GUMURUH,"COLOCATED WITH INDONESIAN TOWER LAP SMK PRAKARYA JL. RAYA MATRI KALER NO. 25, SDN PUTRACO INDAH RT 14/04 KEL.TURANGGA KEC LENGKONG, KOTA BANDUNG",Turangga,Lengkong,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9426,107.63646,GF (GreenField),31
2101,JAMIKA,JL. JAMIKA NO. 96 RT.05/07 KEL.JAMIKA KEC. BOJONG LOA KALER - BANDUNG (022-6040246),Jamika,Bojongloa Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.922861111,107.5855278,RT (Roof Top),15
1925,LEUWI-PANJANG,JL. KOMPLEKS MUARA DEPAN NO. 2,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.94192,107.597,GF (GreenField),30
2105,TAMAN-KOPO,JL. PETA LINGKAR SELATAN BLOK BABAKAN TAROGONG RT 01/03 KEL.SUKA ASIH KEC. BOJONG LOA KALER KOTA BANDUNG JAWA BARAT,Sukaasih,Bojongloa Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9345,107.59225,GF (GreenField),30
A920,CITARIP,"JL RAYA WAHID HASYIM (KOPO), KEL.CITARIP KEC KOPO KOTA BANDUNG",Citarip,Bojongloa Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.941747,107.590167,GF (GreenField),30
A916,CIBADUYUT,JL. SUKARNO. HATTA NO. 162 KEL.KEBON LEGA KEC BOUJONGLOA KIDUL-BANDUNG,Kebon Lega,Bojongloa Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.948222222,107.5978611,RT (Roof Top),15
A930,MEKARWANGI,"BLOK ANGGACARANG RT 01 RW 004 KEL.CIBADUYUT WETAN KEC BOJONGLOA KIDUL, KOTA BANDUNG, JAWA BARAT",Cibaduyut Wetan,Bojongloa Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.957108,107.603058,GF (GreenField),30
1902,CIBEUNYING,JL. CIKUTRA XI NO. 40 KEL.NEGLASARI RT.03/06 KEL.CIBEUNYING BANDUNG,Neglasari,Cibeunying Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.89699,107.63778,GF (GreenField),30
2106,CILIWUNG,"JL. SUPRATMAN NO. 90 RT.05/RW.11, KEL.CIHAURGEULIS,KEC.CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT",Cihaurgeulis,Cibeunying Kaler,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90275,107.6276111,GF (GreenField),30
A969,BOJONG_KONENG,"JL. TUGU ASRI I NO. B8 RT05 RW013 KEL.PASIR LAYUNG, KEC CIBEUNYING KIDUL, KOTA BANDUNG, JAWA BARAT",Pasir Layung,Cibeunying Kidul,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.8945,107.6517222,GF (GreenField),30
A997,BUKIT-CITRA-BARU,"KAMPUNG CIKUDA RT 01 RW 11, KEL.PASIR BIRU KEC CIBIRU KAB BANDUNG",Pasir Biru,Cibiru,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.921666667,107.7241667,GF (GreenField),30
A955,BUMI-PANYILEUKAN,"JL. PANYILEUKAN V RT.02/RW.13, KEL.CIPADUNG, KEC. CIBIRU, BANDUNG",Cipadung,Cibiru,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.944917,107.708306,GF (GreenField),30
A996,PANGARITAN-CIPADUNG,JL. GEMPOL NO. 2 KEC CIBIRU KEL.CIPADUNG KULON KOTA BANDUNG,Cipadung,Cibiru,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9305,107.7050556,GF (GreenField),31
1963,CIBIRU,"JL. CIPADUNG (BUNDERAN) TR 03/10 NO. 159, KEL.CIPADUNG, KEC CIBIRU",Cipadung,Cibiru,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.93475,107.718,GF (GreenField),50
2034,PADASUKA,JL. JENDRAL AHMAD YANI NO. 804 RT01/05 CICAHEUM BANDUNG 022-7104103,-,-,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90214,107.654,RT (Roof Top),15
1921,ANTAPANI,JL. DEPOK NO. 16A ANTAPANI,Antapani Tengah,Antapani,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.9147,107.657,GF (GreenField),30
1982,PASIR-IMPUN,"JL. PASIR IMPUN BARAT RT04/05 NO. 35 KEL.KARANG PAMULANG, CICADAS-BANDUNG",Karang Pamulang,Mandalajati,PT. XL AXIATA,Grha XL Jl. Mega Kuningan Lot. E4-7 No. 1 Kawasan Mega Kuningan Jakarta 12950,-6.90283,107.675,GF (GreenField),30
