id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,awal_pekerjaan,akhir_pekerjaan
2893757,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pengadaan Sarana Pengolahan dan Penyimpanan Arsip",4450000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 2.850.000,- Honorarium Tim PPBJ = Rp. 1.600.000,-",APBD," 4450000",1.24.1.24.01.16.01,02-02-2015,21-12-2015
3116817,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Kajian Sistem Administrasi Kearsipan",211450000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 55.900.000,- Honorarium Tim PPBJ = Rp. 3.500.000,- Honorarium Non PNS / Tenaga Ahli = Rp. 4.000.000,- Belanja Penggandaan = Rp. 5.000.000,- Belanja Makanan dan Minuman Rapat = Rp. 3.675.000,- Belanja Makanan dan Minuman Kegiatan = Rp. 6.000.000,- Belanja Perjalanan Dinas Dalam daerah = Rp. 875.000,- Belanja Perjalanan Dinas Luar Daerah = Rp. 25.000.000,- Swakelola konsultansi = Rp. 100.000.000,- Narasumber = Rp. 7.500.000,-",APBD," 211450000",1.24.1.24.01.15.06,02-02-2015,21-12-2015
2890162,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pengadaan Pakaian Dinas beserta Perlengkapannya",1200000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota bandung","Honorarium Tim PPBJ",APBD," 1200000",1.24.1.24.01.03.02,02-02-2015,21-12-2015
2892955,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pengumpulan Data",50000000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 7.350.000,- Belanja Cetakan = Rp. 14.575.000,- Belanja Penggandaan................ = Rp. 14.575.000,- Perjalanan Dinas Luar Daerah = Rp. 13.500.000,-",APBD," 50000000",1.24.1.24.01.15.02,02-02-2015,21-12-2015
2894025,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pemeliharaan Rutin / Berkala Sarana Pengolahan dan penyimpanan Arsip",62200000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 40.200.000,- Honorarium Tim PPBJ = Rp. 1.000.000,- Belanja Peralatan = Rp. 8.000.000,- Belanja Makanan dan Minuman Kegiatan = Rp. 6.000.000,- Belanja Pakaian Kerja Lapangan = Rp. 7.000.000,- .",APBD," 62200000",1.24.1.24.01.17.01,02-02-2015,21-12-2015
2999988,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pemeliharaan Rutin / Berkala Kendaraan Dinas / Operasional",44400000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Tim PPBJ untuk 4 Triwulan sesuai pemaketan pekerjaan dan Pajak Kendaraan Bermotor",APBD," 44400000",1.24.1.24.01.02.24,02-02-2015,21-12-2015
2892208,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Pengolahan Bahan Pustaka",57000000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 25.350.000,- Uang Lembur PNS = Rp. 3.900.000,- Belanja ATK = Rp. 10.500.000,- Belanja Penggandaan................... = Rp. 7.900.000,- Belanja Makanan dan Minuman Kegiatan = Rp. 3.000.000,- Belanja Pakaian kerja lapangan = Rp. 6.350.000,-",APBD," 57000000",1.26.1.24.01.15.02,02-02-2015,21-12-2015
2894729,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Penyediaan Bantuan pengembangan Perpustakaan dan Minat Baca di Masyarakat",60000000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia pelaksana Kegiatan = Rp. 40.000.000,- Belanja Cetak = Rp. 6.450.000,- Belanja Penggandaan = Rp. 2.000.000,- Belanja Makanan dan Minuman Kegiatan = Rp. 4.800.000,- Perjalanan Dinas Dalam Daerah = Rp. 6.750.000,- .",APBD," 60000000",1.26.1.24.01.17.04,02-02-2015,21-12-2015
3117756,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Penyediaan Barang Cetakan dan penggandaan",16000000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota bandung","Honorarium Tim PPBJ utk 4 Triwulan = 8.000.000,- Belanja Penggandaan = 8.000.000,=- ",APBD," 16000000",1.24.1.24.01.01.11,02-02-2015,21-12-2015
3117186,"KANTOR PERPUSTAKAAN DAN ARSIP DAERAH","Monitoring, Evaluasi dan pelaporan",19980000,APBD,"Pemerintah Daerah Kota Bandung","KANTOR PERPUSTAKAAN DAN ARSIP DAERAH",2015,"1 paket","Kota Bandung","Honorarium Panitia Pelaksana Kegiatan = Rp. 13.500.000,- Belanja Penggandaan = Rp. 1.500.000,- Belanja Makanan dan Minuman Rapat = Rp. 2.550.000,- Perjalanan Dinas Dalam Daerah = Rp. 2.430.000,-",APBD," 19980000",1.26.1.24.01.17.09,02-02-2015,21-12-2015
