id,nama_paket,pagu,metode_pemilihan,sumber_dana,instansi,skpd,tahun_anggaran,volume,lokasi,deskripsi,sumber_dana_detail,pagu_detail,mata_anggaran,awal_pekerjaan,akhir_pekerjaan
3306054,SATUAN POLISI PAMONG PRAJA,Penertiban Reklame Ilegal,333000000,"APBD,APBD,APBD,APBD,APBD",Pemerintah Daerah Kota Bandung,SATUAN POLISI PAMONG PRAJA,2015,1 Tahun,Kota Bandung,"Belanja Alat Tulis Kantor, Belanja Penggandaan,Belanja Sewa Dump Truck dan Crane, Belanja Makanan Dan Minuman Rapat, Belanja Jasa Tenaga Ahli/Narasumber",APBD,10000000,1.19.1.19.02.24.06.5.2.2.01.01,,
,,,,,,,,,,,APBD,5000000,1.19.1.19.02.24.06.5.2.2.06.02,,
,,,,,,,,,,,APBD,110000000,1.19.1.19.02.24.06.5.2.2.09.03,,
,,,,,,,,,,,APBD,8000000,1.19.1.19.02.24.06.5.2.2.09.03,,
,,,,,,,,,,,APBD,200000000,1.19.1.19.02.24.06.5.2.2.28.01,09/03/2015,13/04/2015
3288371,SATUAN POLISI PAMONG PRAJA,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,42000000,"APBD,APBD,APBD,APBD,APBD",Pemerintah Daerah Kota Bandung,SATUAN POLISI PAMONG PRAJA,2015,1 Tahun,Kota Bandung,"Belanja Alat Tulis Kantor, Belanja Cetak LAKIP,LKPJ,LPPD, Belanja Penggandaan, Belanja Makan dan Minum Rapat Penyusunan LAKIP,LKPJ,LPPD, Belanja Makan dan Minum Kegiatan Penyusunan LAKIP,LKPJ,LPPDBelanja dan Mamin Kegiatan Penyusunan Dokumen Perencanaan Renja",APBD,7000000,1.19.1.19.02.06.01.5.2.2.01.01,,
,,,,,,,,,,,APBD,8000000,1.19.1.19.02.06.01.5.2.2.06.01,,
,,,,,,,,,,,APBD,4500000,1.19.1.19.02.06.01.5.2.2.06.02,,
,,,,,,,,,,,APBD,11250000,1.19.1.19.02.06.01.5.2.2.11.02,,
,,,,,,,,,,,APBD,11250000,1.19.1.19.02.06.01.5.2.2.11.05,02/03/2015,21/12/2015
3296185,SATUAN POLISI PAMONG PRAJA,Penyuluhan pencegahan peredaran/penggunaan minuman keras dan narkoba,114000000,"APBD,APBD,APBD,APBD,APBD,APBD",Pemerintah Daerah Kota Bandung,SATUAN POLISI PAMONG PRAJA,2015,1 Tahun,Kota Bandung,"Belanja Alat Tulis Kantor, Belanja Penggandaan, Belanja Sewa Gedung/Kantor/Tempat, Belanja Makanan Dan Minuman Rapat,Belanja Makan dan Minum Kegiatan,Belanja Jasa Tenaga Ahli/Narasumber.",APBD,12000000,1.19.1.19.02.20.01.5. 2. 2.01.01,,
,,,,,,,,,,,APBD,6000000,1.19.1.19.02.20.01.5. 2. 2.06.02,,
,,,,,,,,,,,APBD,6000000,1.19.1.19.02.20.01.5. 2. 2.07.02,,
,,,,,,,,,,,APBD,6000000,1.19.1.19.02.20.01.5. 2. 2.11.02,,
